trait,y_true,y_final
AF,48.55721174699218,47.54165830709383
AF,37.88571552224518,67.45536451844926
AF,41.578287636698576,78.23647088743826
AF,37.60354797738644,49.27168161276233
AF,30.185531303875667,20.78298447249297
AF,27.27609684028218,13.48825126475645
AF,64.61711149311634,53.42970302087257
AF,66.25299903046815,49.7997721279209
AF,48.06100145197439,25.307172450091613
AF,47.46096777988154,25.019950299554097
AF,78.1267937607993,74.72803810453428
AF,27.116643172338815,31.8790887960768
AF,32.1055200592982,38.45808139208891
AF,32.161596582446194,24.16274749506038
AF,30.932821628266957,28.911162320609243
AF,56.14316050176048,58.82410129273071
AF,31.80074341226839,42.47863375066223
AF,37.331941263147094,49.3512484211433
AF,32.77605843158243,25.11871397494867
AF,24.285596845877933,14.831936684068644
AF,23.518821045273413,13.58858790484349
AF,34.92526183467354,16.08994253302268
AF,41.843647099022235,21.930395856670422
AF,34.30113161947732,34.776599180470654
AF,48.33245942212051,42.43381425793409
AF,32.15415937778466,14.567661177823076
AF,27.940090472464252,-0.2725127526665254
AF,27.29677226924126,36.27548095482729
AF,23.617884611365092,15.31743908590914
AF,55.613631529859006,44.319969182899946
AF,54.58461989288867,45.97255518170142
AF,38.70648542869247,36.6761756861419
AF,32.76564634505627,41.98283728833455
AF,38.77550268795153,26.21981127237793
AF,33.69797432142662,37.34202850683593
AF,21.761707071938552,13.939958540675406
AF,43.422268160480186,57.210043229426745
AF,55.06119596759999,46.54563667659011
AF,46.533548358587815,43.5684291441616
AF,34.995171558492,53.9714526242781
AF,37.40080977831293,45.75539737289644
AF,34.20727409664871,29.37013626937955
AF,49.74731323693141,50.19063127283377
AF,36.533631714777655,57.12142898846109
AF,50.86423263300112,32.51017897195877
AF,44.8409893217151,26.367873068831713
AF,29.570474478366513,57.23010670471087
AF,32.11875828359574,20.385539358181447
AF,49.9789077900917,62.22780338889154
AF,41.752913202151476,33.506729842966614
AF,29.61881630866651,25.239907834634415
AF,19.066464102597347,22.18976161575503
AF,37.64341139437229,38.707544294611345
AF,37.371209703760016,42.28477113950964
AF,48.34941624874882,50.3772648258768
AF,24.700890354178192,25.579210112203157
AF,22.601367478226138,23.500068569061966
AF,36.14600460781831,38.86574994000886
AF,65.0371648124,37.171611865702296
AF,23.955533702998896,14.872384726397097
AF,83.5201058372531,82.35988504287499
AF,65.18486769697813,74.3495855756021
AF,77.26050816182341,91.64628671027995
AF,82.99950151094548,77.3905058264038
AF,102.99457498758241,76.20713757795522
AF,49.70328498533512,67.8956750644445
AF,95.35552459153072,89.2373976664633
AF,65.71841275939684,89.84766502293573
AF,90.84218257063004,81.64149577751994
AF,84.43547698699514,66.84500960412535
AF,78.88940472679337,90.30542512938047
AF,91.49680532493858,87.51149794117637
AF,63.84602211380814,67.26965558192316
AF,78.99560800936013,75.68953288731868
AF,46.22267320373554,62.110147228685065
AF,66.58737575205089,74.09224621711826
AF,92.85052531743165,83.53660365422172
AF,55.098530735000914,71.20825571803388
AF,61.10570968421801,60.85499107719261
AF,59.190778227965325,64.31572818475229
AF,71.08019108808571,86.33874348023011
AF,55.011515440460926,64.69459210969977
AF,58.70542625175339,91.880207499423
AF,101.5545834210155,71.6216008382834
AF,100.81740769496389,80.94795186694307
AF,95.64899668747498,73.95713781670182
AF,62.3850576300957,75.62357535402248
AF,61.807186827894235,77.67165881051042
AF,66.5918380748478,67.9963422300429
AF,79.6770047004502,74.99401281734401
AF,69.79385216982618,80.12978309417963
AF,58.81356320753214,61.27429821804975
AF,70.8233100390762,69.5104079692166
AF,76.75909182354255,76.26785718067163
AF,69.0065496843558,65.72482339961138
AF,108.61591175895893,84.16063840465256
AF,91.71977272069148,89.76166337690913
AF,83.83038601573244,77.15734465230756
AF,110.84067716141128,87.26275162160363
AF,57.92407353001225,65.75325749778523
AF,77.79271452740304,65.02725792402182
AF,45.490554776853784,54.71056757417032
AF,72.87463982882149,92.50124523622307
AF,69.73123090657603,87.7286386701078
AF,74.51022987798683,69.95717849732563
AF,73.45459304832819,88.68668400181826
AF,94.10042193284966,75.99990475224172
AF,45.448311454376245,36.88951576576531
AF,48.86079844127613,60.12928074069811
AF,65.90434287593527,66.55144949952627
AF,61.15866258140816,67.31616455075829
AF,100.5881930472953,74.32273178569639
AF,72.02992212336405,73.3926060468562
AF,93.11647975612823,72.81990331049914
AF,70.45412719967749,65.46145720292941
AF,59.30605490021916,69.12271760000107
AF,95.14177932955813,83.76882912924418
AF,67.29748005313448,80.66528580779445
AF,83.32197870506974,73.99484114672677
AF,59.69635940085665,39.58308373287568
AF,72.52107511921199,49.53487992526008
AF,58.78812796758969,75.64727575760404
AF,88.32111893446205,73.05349353048368
AF,57.464156793742774,68.9023726334222
AF,98.52005517501495,83.73505276291546
AF,48.30925534357651,67.50341047471423
AF,37.90326732524641,62.46546223685202
AF,80.33713098620827,69.79257454892488
AF,111.03136708893311,77.62428065488825
AF,89.5002133615022,83.16912590642295
AF,91.85453486915853,69.09242130427675
AF,92.42734837219017,71.09636457161304
AF,62.52472833363938,72.66760093216422
AF,98.66746057140662,84.24139482463073
AF,43.79174848806538,64.15808815276412
AF,65.28571619218857,73.41565614686424
AF,52.77187562868551,78.08727670732456
AF,97.14327984807112,83.8949991809268
AF,78.73441338164693,77.41490727598175
AF,77.1810788160382,66.8445182884397
AF,99.98994430432124,70.26350105297115
AF,52.3094302428311,63.98869536675594
AF,101.14226479457986,74.17896431363766
AF,72.86854132099903,59.568800485644466
AF,34.56678856998744,76.44869981881652
AF,46.61476263349179,68.15073597544256
AF,43.4184008140562,71.49900978281856
AF,77.20547284732804,64.56051834109057
AF,125.98133841136942,77.5867840107035
AF,72.68528859813875,89.18802186537542
AF,94.52255766943851,81.78926265412323
AF,87.77656680914427,58.65271987447535
AF,48.955994660943816,76.68061504238472
AF,94.49191638623299,81.06204837739753
AF,87.87845651300734,74.33554958123668
AF,57.35884597573539,71.28618158123479
AF,68.20229037225715,89.6723315653768
AF,103.40079510619557,78.60987243695712
AF,48.32293980015375,77.13183350793841
AF,49.74656951646526,70.6911998797375
AF,43.61712292261248,66.72219855013086
AF,57.25130399632957,73.29315902464381
AF,69.35133849246469,71.36815515731449
AF,69.91433488534308,76.82266887369441
AF,80.51874752404301,72.04324836727301
AF,58.93493838760843,68.60087392867263
AF,26.021737902067258,24.61267323804016
AF,38.70975779874354,61.62479707319914
AF,32.144491011724654,46.343873193887305
AF,38.4145007736805,37.46652395659391
AF,31.494330580213045,29.148451618343856
AF,26.89293205611977,31.97739329580196
AF,31.743774424561018,32.50341919570465
AF,33.128730676632536,17.275115296482788
AF,21.44622085019613,33.73769734018687
AF,26.811569037122545,24.236987663890474
AF,42.73626040249997,44.10437355550854
AF,40.69906130161161,23.42590279334462
AF,25.316839644246727,18.062709883077694
AF,30.473946100650096,27.80617421656674
AF,41.58408865633457,41.59134525551816
AF,23.72036929160108,21.44594095856276
AF,22.511823534101225,14.932346496547746
AF,30.63101986310177,36.305585813205994
AF,22.684961658621823,44.10900780659366
AF,22.53383765989938,38.09467528342623
AF,39.10348341352534,48.38466459830125
AF,47.398644004817854,43.31400013171791
AF,44.90524676999078,49.95904522389799
AF,40.6647014160753,45.276543234785755
AF,37.04352646637267,37.522202194496735
AF,26.608087117582876,36.19471486389705
AF,30.793299668816516,56.21029148270295
AF,24.220446933042865,8.587502231420332
AF,46.388225379501364,49.666052738895495
AF,35.7405282096713,45.27913036309197
AF,32.53137439821784,28.081736245282123
AF,47.88592965424179,55.81500260265014
AF,27.452358590760618,47.137606898829986
AF,28.866171196918906,40.6409382497752
AF,26.34912365126814,21.24818366909078
AF,27.419634890249853,17.858311804158426
AF,22.07912696689297,40.603177477966675
AF,50.45593009708271,28.523392570914858
AF,32.99694341003009,34.05001547381192
AF,26.335736682877375,17.931982949902533
AF,27.84489425279657,18.23501236015106
AF,25.445800773077792,21.684719586007624
AF,33.367167458081425,42.276367145073344
AF,27.778703131308887,15.168058146282798
AF,32.773827270183965,35.64583676420034
AF,49.08822815982596,40.82888652064057
AF,67.68882576242459,41.21752160259682
AF,30.534336202501777,33.63281177492451
AF,33.21678717982514,24.23325730286347
AF,30.157567414348286,38.17959025321109
AF,44.083138166704416,58.71672782899543
AF,40.145287042513516,42.00711572538238
AF,31.867826998315458,32.812470363870766
AF,23.546933678894025,29.578941993580088
AF,19.99061115384,23.78815894736246
AF,35.027449026723076,47.38765293098313
AF,33.50832560255741,58.694197187729216
AF,43.89482814467429,35.48555422989421
AF,31.54430859553858,37.01225030976595
AF,40.72286035652853,48.92401018306284
AF,30.280430035356886,45.710885545988816
AF,31.6716335393441,39.61332283612878
AF,40.465086842959636,52.66836900667045
AF,35.848962653636505,41.379052603632076
AF,38.57454941799679,49.152311424998416
AF,54.61942601070466,53.475941914329205
AF,26.63084496384718,38.127266474785564
AF,38.48917030848234,42.11631885224687
AF,31.03753746990141,5.060473427863274
AF,29.51261302609975,17.220762053409786
AF,39.841105371856635,49.48320203368499
AF,45.843673254183585,40.718315861688914
AF,38.68134767693647,34.73796572568956
AF,21.972031219766833,13.80202808050142
AF,33.9145457211706,47.758123337811234
AF,18.231414763199908,19.755332382060985
AF,37.40021480194001,27.4126693711817
AF,29.543998029771437,36.77984250362268
AF,18.030907725524855,36.56176012451038
AF,26.528360283611192,26.568321392827777
AF,34.87602753981417,42.657954209022634
AF,30.399722798127947,39.492498953428786
AF,27.266874706501874,28.340059433619047
AF,29.05016764024535,47.89634972054049
AF,25.21837105452797,24.583349545920527
AF,34.191655966859486,12.476864964476503
AF,24.828661530263403,27.061819122645282
AF,19.434903221529915,19.218174591933014
AF,25.83208918319805,25.11709930083596
AF,36.04456113623495,23.990908233520656
AF,36.415826392938904,49.83964721910299
AF,34.284174792849015,33.52661836611301
AF,32.64322995632737,48.4318265659368
AF,35.02759777081631,39.80873461029075
AF,36.91084673521084,35.6675893704912
AF,39.100954763940415,33.89162973481679
AF,39.05648028006442,34.0470996111562
AF,21.1389155535814,17.794688733014375
AF,35.13201612426429,38.33132268686535
AF,28.833744984594603,28.511729584568208
AF,24.243651011586863,29.768013376994205
AF,26.447146008707207,22.564727164513556
AF,27.75133421815443,39.479927466889116
AF,22.04015601446652,23.17355578949519
AF,41.91043319688284,45.51841957264527
AF,34.930914110216314,22.38101214249334
AF,15.981660353084802,5.759190688688532
AF,20.74578491517252,16.176087661488047
AF,24.298983814268702,13.87378265977423
AF,37.822945514901804,43.124003529106396
AF,36.55624081694873,36.23517174102487
AF,51.605721937756414,52.517796275223446
AF,28.471999349857416,29.816254744932678
AF,34.87290391385633,24.258660408600456
AF,29.230445481241016,34.28598230498158
AF,45.31935032554519,47.11905491452115
AF,25.551409079271625,33.22187658402421
AF,36.365550889426906,34.44584096739974
AF,31.503403969900123,34.77238025038342
AF,19.910438087588624,13.152417416261367
AF,20.47328573637379,21.91469833309079
AF,21.981848329920062,20.533504764258865
AF,33.493451193234336,41.35266187711268
AF,25.498009949801784,24.47289176456234
AF,25.943498509027883,17.013176450888807
AF,32.42948469435478,33.316855597738865
AF,33.52349750006695,36.44052240308409
AF,25.230568070172893,9.662986584368062
AF,26.0944737636571,28.848450731208487
AF,33.26022045504852,33.155532339415075
AF,19.551072358343134,22.34430922383917
AF,23.235463547668832,19.0752311518372
AF,34.378924780237,21.92810712059638
AF,27.743004548933506,26.912896172429072
AF,32.65869934202337,3.3721939053632415
AF,23.495765710822646,22.940955282499047
AF,77.73039075233936,62.11226198161467
AF,65.75872240866236,59.02534671014973
AF,65.4551357143784,63.82361856877419
AF,55.56692588458454,63.373880999375906
AF,68.5320560269497,68.19475175382973
AF,106.6344916930321,78.45218447124242
AF,52.81917625033289,54.4355840935575
AF,64.65935481559389,53.01765338128254
AF,72.04286285947512,67.95461086063321
AF,74.10966203491641,61.072147780255115
AF,90.06826705355044,69.39287698243335
AF,47.74849011209658,48.68955620103374
AF,55.83704515789159,57.556379681451006
AF,69.99822655392522,53.25690133334598
AF,81.88139216212991,69.16950952122323
AF,53.168427381238686,67.39403107615176
AF,69.67381568658897,51.511687574813436
AF,62.749183170324585,71.98675264697104
AF,86.79827690796563,66.55374876703486
AF,68.21746226976668,60.116798825996575
AF,47.37796857585878,54.32018293248514
AF,93.23770619211129,71.68533076866836
AF,39.46403909551668,52.89372014150749
AF,64.03462962402473,59.07352994197164
AF,63.31515444506759,65.20781262797026
AF,51.57359321361858,52.513665538504824
AF,62.150041962791114,69.34862798806691
AF,61.39620689829768,59.267845519204485
AF,72.21808340130096,56.09715140202145
AF,89.71693350533943,81.59754290310542
AF,69.86108449996648,68.78841338446347
AF,48.534453900727875,51.29724620989748
AF,78.54729331236264,53.32128205026237
AF,53.38886612740666,61.111086515797766
AF,73.58712403539678,69.83546095934318
AF,49.59618923820898,55.986022157065584
AF,63.79321796071123,71.76360541381041
AF,55.80432145738082,65.6596498401422
AF,65.607003433567,68.16095677087921
AF,52.65838388555044,45.9526753303916
AF,85.555073776743,68.02684524121163
AF,60.254298494565205,52.83630754272221
AF,66.2015335742103,68.42203051685894
AF,63.88023325525121,72.57932990567626
AF,53.05121703577285,74.38406867356213
AF,46.716503593261635,52.61151113512211
AF,75.0567156765166,67.21471747359136
AF,50.2362350713809,56.16895141701874
AF,60.43056024504364,58.638482366880595
AF,67.37914056031818,57.35556680597555
AF,53.344837875810356,69.55236499651173
AF,39.70381457380465,54.33816452430571
AF,62.27483825701172,48.596676722173115
AF,260.1480642732271,123.27228329500417
AF,129.3753811307087,110.74327152251207
AF,120.45475162738086,108.04071527082237
AF,253.2551142488208,118.62891787575609
AF,174.87158818310522,121.68365677509651
AF,138.07676184061438,117.85296166982953
AF,120.63235207469837,106.43404824920302
AF,131.28763519328322,105.05404881239261
AF,85.81894579813437,112.67576861207378
AF,117.65732146599012,122.87591477720602
AF,107.96575132744732,99.26671398396758
AF,125.32582319250149,107.71897067704526
AF,155.35889180081563,120.64098033962406
AF,210.73200413192052,130.84838847672629
AF,153.5360329382728,124.4480014413329
AF,198.51282561710755,126.90543112156483
AF,120.11933369714552,123.01644755762874
AF,93.22357550325437,98.83828430344283
AF,81.53898325951273,116.184263775891
AF,123.57108912465833,106.92947331470194
AF,105.80821825513529,110.5368622781561
AF,141.93518361902005,107.98643456133105
AF,134.26207082561854,121.320649266485
AF,185.10533054147413,126.59238503433048
AF,144.09688152594256,128.05077274797029
AF,99.76028342437294,102.62755244331878
AF,184.27355357212775,109.33894210064473
AF,105.46625558479778,106.0167858923651
AF,102.79615036721256,104.36676115030386
AF,138.79534455501215,115.17268984184145
AF,211.13420816001647,108.87460324104644
AF,140.22224664137474,111.92924720809302
AF,204.36620317392408,123.14400563759196
AF,123.70019899758262,118.41482310514269
AF,139.08033823764225,123.39068849882865
AF,188.72531553843092,123.25136623042428
AF,161.83476338780284,137.90146650596915
AF,98.2392263269953,125.2002779347093
AF,67.20213508937357,91.6572854054566
AF,104.12636879297517,110.69442560957387
AF,85.2397362990938,96.04657519978622
AF,182.02216297698715,98.43311010588755
AF,70.32144746851566,110.37151735765514
AF,193.47382197072943,118.60552507614392
AF,126.93493679307176,122.76568176812658
AF,105.50344160810548,108.92420669839706
AF,111.55479755301211,121.96070325055234
AF,142.55217411774123,114.47199186293793
AF,45.95225644224203,105.24258788914837
AF,95.80874784360482,92.03373152679815
AF,86.88112736789515,105.85426840351427
AF,68.06708199151038,108.70013489946285
AF,167.62908953960675,94.53257312431009
AF,130.59835506525192,103.80002898944991
AF,74.08095442492288,113.92075833071337
AF,76.21677085962322,111.2654712246871
AF,159.25985438988533,105.37521997466234
AF,77.23953524467788,99.69729827195718
AF,76.73663146546471,113.73505871312051
AF,161.78761151024872,111.60783647735747
AF,95.73035970647221,100.63825752238368
AF,160.6470418033553,102.4678966603292
AF,55.20577522622028,106.2330290012416
AF,93.41084431663188,118.99053013745541
AF,66.87742673385084,98.11609291954294
AF,77.6692569300215,103.27334277097299
AF,118.86437978255768,106.11242634052971
AF,116.45041189351582,100.25944769624317
AF,99.85949573455787,113.83528151064783
AF,70.30984542924365,106.99326679074295
AF,60.068963354399685,96.51224799114213
AF,112.45529429343108,83.9142914320969
AF,63.922476577728744,94.06518752124236
AF,83.94908380213059,94.17846053583136
AF,60.3041277657975,90.30387190766801
AF,73.85724330870383,85.1879256540264
AF,76.40701455486536,81.5523389165939
AF,68.14279273496484,117.58163656419399
AF,80.04053526430614,119.573744676192
AF,66.32930475029553,98.11592872484792
AF,73.1944396292676,109.53477775019414
AF,64.5854290012582,110.93761003084774
AF,71.04449250571032,108.641986318776
AF,65.27411415291658,83.71534134013744
